"MES_CODICE","MES_MITTENTE","MES_DS_CODICE","MES_BINARIO","MES_RICEZIONE","MES_LOTTO","MES_RECORDS","MES_ELABORAZIONE","MES_RISPOSTA","MES_IDENTIFICATIVO","MES_ANTEPRIMA","MES_NOME_FLUSSO","MES_TRANSAZIONE","MES_MES_CODICE","MES_CLIENT","MES_SERVER","MES_DUPLICATO","MES_DESTINATARIO","MES_TIPOLOGIA","MES_ERRORE"
6.725.960,23,46,,2017-01-03 14:26:16,,,2017-01-03 14:26:16,,CIMETE|ffe24548-752e-42ad-a36e-8206e7b79079,0,,6.703.543,,"192.168.40.29","192.168.40.28:7803",,1,IN,
6.726.134,5,13,,2017-01-03 14:34:34,,,2017-01-03 14:34:35,,,0,,6.703.717,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.726.136,5,18,,2017-01-03 14:35:00,,,2017-01-03 14:35:04,,"167cda8c-91a5-4d47-b132-402eb766c75c",0,,6.703.719,,"192.168.40.151","192.168.40.28:7802",,1,IN,
6.726.190,6,10,,2017-01-03 14:38:53,,,2017-01-03 14:38:53,,,0,,6.703.773,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.726.316,1,23,,2017-01-03 14:45:32,,,2017-01-03 14:45:33,,,0,,6.703.899,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.726.524,1,10,,2017-01-03 15:02:23,,,2017-01-03 15:02:24,,,0,,6.704.106,6.726.522,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.726.904,1,27,,2017-01-03 15:27:17,,,2017-01-03 15:27:18,,"8552f8d4-c4c6-4276-bbf9-26841e5189f9",0,,6.704.486,6.726.902,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.726.910,6,10,,2017-01-03 15:27:27,,,2017-01-03 15:27:27,,,0,,6.704.492,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.726.970,6,9,,2017-01-03 15:30:50,,,2017-01-03 15:30:50,,,0,,6.704.552,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.726.982,1,15,,2017-01-03 15:31:41,,,2017-01-03 15:31:41,,"5f4fac82-36a4-4b3d-99b4-b4a58f1e785a",0,,6.704.564,6.726.981,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.727.041,6,9,,2017-01-03 15:37:57,,,2017-01-03 15:37:57,,,0,,6.704.623,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.727.348,11,21,,2017-01-03 16:05:07,,,2017-01-03 16:05:07,,RML-INTE-00000046733C,0,,6.704.929,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.727.420,1,52,,2017-01-03 16:15:04,,,2017-01-03 16:15:04,,"2303",0,,6.705.001,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.727.436,1,52,,2017-01-03 16:15:05,,,2017-01-03 16:15:05,,"2239",0,,6.705.017,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.727.511,5,13,,2017-01-03 16:18:26,,,2017-01-03 16:18:26,,,0,,6.705.092,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.727.611,1,15,,2017-01-03 16:29:36,,,2017-01-03 16:29:36,,"9965eea6-9f86-4083-9767-4aa8e408a8bd",0,,6.705.192,6.727.610,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.727.615,1,27,,2017-01-03 16:29:37,,,2017-01-03 16:29:37,,"20ded184-2095-4314-8be7-d31f3fd29dce",0,,6.705.196,6.727.613,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.727.643,9,10,,2017-01-03 16:32:56,,,2017-01-03 16:32:57,,a261f261-77a0-4740-a362-2a04fc8ddfe7,0,,6.705.224,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.727.655,6,10,,2017-01-03 16:33:44,,,2017-01-03 16:33:45,,,0,,6.705.236,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.727.754,1,52,,2017-01-03 16:45:01,,,2017-01-03 16:45:01,,"2250",0,,6.705.335,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.727.911,1,10,,2017-01-03 16:55:20,,,2017-01-03 16:55:20,,,0,,6.705.491,6.727.909,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.728.045,5,13,,2017-01-03 17:19:38,,,2017-01-03 17:19:38,,,0,,6.705.625,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.067,6,21,,2017-01-03 17:23:05,,,2017-01-03 17:23:06,,PPA126815,0,,6.705.647,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.728.162,5,13,,2017-01-03 17:34:37,,,2017-01-03 17:34:37,,,0,,6.705.742,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.255,5,13,,2017-01-03 17:47:35,,,2017-01-03 17:47:36,,,0,,6.705.835,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.323,5,13,,2017-01-03 18:00:38,,,2017-01-03 18:00:38,,,0,,6.705.902,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.728.373,5,15,,2017-01-03 18:07:08,,,2017-01-03 18:07:08,,,0,,6.705.952,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.728.689,5,13,,2017-01-03 18:59:43,,,2017-01-03 18:59:43,,,0,,6.706.267,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.731,6,9,,2017-01-03 19:00:33,,,2017-01-03 19:00:34,,,0,,6.706.309,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.728.757,5,15,,2017-01-03 19:07:16,,,2017-01-03 19:07:26,,,0,,6.706.335,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.802,5,15,,2017-01-03 19:15:28,,,2017-01-03 19:15:35,,,0,,6.706.380,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.728.809,5,13,,2017-01-03 19:16:32,,,2017-01-03 19:16:32,,,0,,6.706.387,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.728.850,1,26,,2017-01-03 19:27:18,,,2017-01-03 19:27:23,,e40e7697-aff4-4d5c-9796-aa722133452e,0,,6.706.428,6.728.849,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
6.728.893,5,15,,2017-01-03 19:43:38,,,2017-01-03 19:43:38,,,0,,6.706.471,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.728.962,1,10,,2017-01-03 20:08:40,,,2017-01-03 20:08:41,,,0,,6.706.539,6.728.960,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.729.042,6,10,,2017-01-03 20:28:22,,,2017-01-03 20:28:23,,,0,,6.706.619,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.137,5,15,,2017-01-03 21:02:46,,,2017-01-03 21:02:46,,,0,,6.706.713,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.729.153,1,27,,2017-01-03 21:11:50,,,2017-01-03 21:11:51,,ae1dca7c-8044-46fb-b26e-b4a63aa6f427,0,,6.706.729,6.729.151,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.729.166,5,13,,2017-01-03 21:16:36,,,2017-01-03 21:16:36,,,0,,6.706.742,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.729.194,6,10,,2017-01-03 21:33:09,,,2017-01-03 21:33:10,,,0,,6.706.770,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.220,6,9,,2017-01-03 21:46:48,,,2017-01-03 21:46:48,,,0,,6.706.796,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.375,5,13,,2017-01-04 00:06:35,,,2017-01-04 00:06:35,,,0,,6.706.948,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.729.546,6,9,,2017-01-04 08:00:26,,,2017-01-04 08:00:26,,,0,,6.707.111,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.548,6,9,,2017-01-04 08:00:26,,,2017-01-04 08:00:26,,,0,,6.707.113,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.586,1,15,,2017-01-04 08:12:19,,,2017-01-04 08:12:19,,a8056742-7643-4016-bbbc-421f1a626361,0,,6.707.151,6.729.585,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.729.714,11,21,,2017-01-04 08:48:54,,,2017-01-04 08:48:54,,RML-R30P-00000046781C,0,,6.707.279,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.729.731,6,9,,2017-01-04 08:50:35,,,2017-01-04 08:50:35,,,0,,6.707.296,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.729.761,1,23,,2017-01-04 08:52:32,,,2017-01-04 08:52:34,,,0,,6.707.326,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.729.804,6,10,,2017-01-04 09:00:08,,,2017-01-04 09:00:09,,,0,,6.707.368,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.729.862,1,10,,2017-01-04 09:12:07,,,2017-01-04 09:12:09,,,0,,6.707.426,6.729.860,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.729.873,5,18,,2017-01-04 09:15:00,,,2017-01-04 09:15:04,,caf3f49e-cc26-421c-947d-10a9b3c9c347,0,,6.707.437,,"192.168.40.150","192.168.40.28:7802",,1,IN,
6.730.048,9,10,,2017-01-04 09:41:18,,,2017-01-04 09:41:18,,"1afeba24-c8df-482d-a8c4-1db8bd4b4284",0,,6.707.612,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.730.150,11,10,,2017-01-04 09:51:11,,,2017-01-04 09:51:11,,RML-INTE-00000046787B,0,,6.707.714,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.730.389,5,15,,2017-01-04 10:18:39,,,2017-01-04 10:18:39,,,0,,6.707.952,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.730.535,1,15,,2017-01-04 10:37:32,,,2017-01-04 10:37:32,,"1c108fa8-f666-46cc-94c3-76e5c448cbb3",0,,6.708.098,6.730.534,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.731.180,5,15,,2017-01-04 11:48:58,,,2017-01-04 11:48:58,,,0,,6.708.740,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.731.216,1,27,,2017-01-04 11:51:25,,,2017-01-04 11:51:26,,e5fde764-cba9-4f3c-9898-0ea1e3f11bf0,0,,6.708.776,6.731.214,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.731.255,2,21,,2017-01-04 11:56:23,,,2017-01-04 11:56:24,,"60107",0,,6.708.813,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.731.291,11,21,,2017-01-04 11:59:59,,,2017-01-04 12:00:01,,RML-R30P-00000046804C,0,,6.708.849,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.731.399,5,13,,2017-01-04 12:11:35,,,2017-01-04 12:11:35,,,0,,6.708.957,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.731.587,5,13,,2017-01-04 12:32:11,,,2017-01-04 12:32:12,,,0,,6.709.145,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.731.617,6,10,,2017-01-04 12:35:01,,,2017-01-04 12:35:02,,,0,,6.709.175,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.731.663,1,23,,2017-01-04 12:40:19,,,2017-01-04 12:40:26,,c5a53f76-51d8-402f-880e-dcd255ad2b49,0,,6.709.221,6.731.662,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.731.812,6,16,,2017-01-04 12:53:52,24.423,16,2017-01-04 12:53:53,,"0",0,,,,,,,1,IN,
6.731.868,6,21,,2017-01-04 12:59:37,,,2017-01-04 12:59:38,,PPA126947,0,,6.709.425,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.732.044,1,22,,2017-01-04 13:15:22,,,2017-01-04 13:15:23,,,0,,6.709.601,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.732.085,1,25,,2017-01-04 13:20:40,,,2017-01-04 13:20:40,,bfb2a80b-d0a1-4c6f-8508-361ee7e7fcc2,0,,6.709.642,6.732.084,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.732.165,1,10,,2017-01-04 13:33:02,,,2017-01-04 13:33:02,,,0,,6.709.722,6.732.163,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.732.269,1,10,,2017-01-04 13:45:35,,,2017-01-04 13:45:35,,,0,,6.709.826,6.732.268,SPQR086,SPQR086,,1,IN,
6.732.365,5,13,,2017-01-04 14:05:33,,,2017-01-04 14:05:34,,,0,,6.709.921,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.732.409,1,10,,2017-01-04 14:10:22,,,2017-01-04 14:10:23,,,0,,6.709.965,6.732.407,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.732.467,1,25,,2017-01-04 14:15:53,,,2017-01-04 14:15:53,,"2fcfac99-20dd-4954-9760-8c60e01401c0",0,,6.710.023,6.732.466,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.732.489,9,21,,2017-01-04 14:18:38,,,2017-01-04 14:18:39,,"3e718afb-971a-4f21-8958-0fde8f6ca481",0,,6.710.045,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.732.642,1,26,,2017-01-04 14:42:15,,,2017-01-04 14:42:42,,d0b75e6a-a162-4058-b2a0-599aabd6dcde,0,,6.710.198,6.732.641,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
6.732.886,1,52,,2017-01-04 15:15:20,,,2017-01-04 15:15:21,,"2252",0,,6.710.440,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.733.124,1,52,,2017-01-04 15:45:01,,,2017-01-04 15:45:01,,"2207",0,,6.710.677,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.733.205,5,13,,2017-01-04 15:46:35,,,2017-01-04 15:46:35,,,0,,6.710.758,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.733.262,1,23,,2017-01-04 15:55:44,,,2017-01-04 15:55:53,,d1eb84af-620c-4cbf-80ce-306be18ff39c,0,,6.710.814,6.733.261,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.733.316,5,15,,2017-01-04 16:04:56,,,2017-01-04 16:05:02,,,0,,6.710.868,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.733.333,11,21,,2017-01-04 16:07:11,,,2017-01-04 16:07:12,,RML-R30P-00000046827C,0,,6.710.885,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.733.391,1,52,,2017-01-04 16:15:05,,,2017-01-04 16:15:05,,"2221",0,,6.710.943,,"192.168.40.11","192.168.40.28:7802",,1,IN,
6.733.558,5,13,,2017-01-04 16:40:35,,,2017-01-04 16:40:37,,,0,,6.711.109,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.733.814,1,27,,2017-01-04 17:16:54,,,2017-01-04 17:16:54,,"96a2ea78-686a-450c-8dc6-6b4f513adc41",0,,6.711.364,6.733.812,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.733.869,11,17,,2017-01-04 17:24:56,,,2017-01-04 17:26:11,,RML-RRC-00000046834,0,,6.711.419,,"192.168.17.30","192.168.40.28:7802",,1,IN,
6.733.886,1,10,,2017-01-04 17:28:51,,,2017-01-04 17:28:51,,,0,,6.711.436,6.733.882,SPQR086,SPQR086,,1,IN,
6.734.029,1,27,,2017-01-04 17:59:30,,,2017-01-04 17:59:30,,"2c936d90-0106-4e87-9173-e93de6e3f1c9",0,,6.711.578,6.734.027,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.734.090,5,15,,2017-01-04 18:08:49,,,2017-01-04 18:08:50,,,0,,6.711.639,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.734.240,6,10,,2017-01-04 18:27:19,,,2017-01-04 18:27:19,,,0,,6.711.789,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.734.421,11,10,,2017-01-04 18:54:45,,,2017-01-04 18:54:45,,RML-INTE-00000046848B,0,,6.711.969,,"192.168.2.131","192.168.40.28:7803",,1,IN,
6.734.492,9,10,,2017-01-04 19:01:44,,,2017-01-04 19:01:44,,c5432091-3ba1-41e5-8890-d8c367b1f2c8,0,,6.712.040,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.734.605,5,13,,2017-01-04 19:28:41,,,2017-01-04 19:28:41,,,0,,6.712.153,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.734.638,1,15,,2017-01-04 19:38:53,,,2017-01-04 19:38:53,,c92add9e-f2ea-46d8-b207-e33b9e968d1a,0,,6.712.186,6.734.637,"192.168.4.178","80.253.32.49:7803",,1,IN,
6.734.691,9,10,,2017-01-04 20:02:26,,,2017-01-04 20:02:26,,"5b30e672-0451-4a13-a2b5-514173b5cf99",0,,6.712.238,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.734.697,6,9,,2017-01-04 20:05:48,,,2017-01-04 20:05:49,,,0,,6.712.244,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.734.724,5,13,,2017-01-04 20:12:29,,,2017-01-04 20:12:30,,,0,,6.712.271,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.734.806,1,10,,2017-01-04 20:46:46,,,2017-01-04 20:46:47,,,0,,6.712.353,6.734.804,"192.168.40.150","192.168.40.28:7804",6.734.802,1,IN,
6.734.810,1,27,,2017-01-04 20:51:44,,,2017-01-04 20:51:45,,"04d276c2-9427-4778-8df8-f35cab0f5eab",0,,6.712.357,6.734.808,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.734.864,1,27,,2017-01-04 21:15:59,,,2017-01-04 21:16:00,,cd1d9da1-bce4-44fe-bde0-47f48c02bdcb,0,,6.712.410,6.734.862,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.734.879,1,23,,2017-01-04 21:33:12,,,2017-01-04 21:33:25,,a2d22efc-83ea-4dc8-8608-f48c15565444,0,,6.712.425,6.734.878,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.735.080,14,10,,2017-01-04 23:33:46,,,2017-01-04 23:33:47,,"8707",0,,6.712.624,,"192.168.4.178","80.253.32.49:7803",,1,IN,
6.735.179,5,18,,2017-01-05 02:15:00,,,2017-01-05 02:15:03,,"34caa40c-6530-4161-a75b-56f96bdb4703",0,,6.712.720,,"192.168.40.151","192.168.40.28:7802",,1,IN,
6.735.194,5,15,,2017-01-05 03:02:04,,,2017-01-05 03:02:18,,,0,,6.712.734,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.735.332,1,26,,2017-01-05 08:29:45,,,2017-01-05 08:29:53,,aa7cc481-162a-41b5-aeec-a83e6b0166b7,0,,6.712.867,6.735.331,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
6.735.380,1,22,,2017-01-05 08:44:32,,,2017-01-05 08:44:33,,,0,,6.712.915,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.735.388,9,21,,2017-01-05 08:44:42,,,2017-01-05 08:44:43,,b60f81cf-cbf1-4463-b44f-bf73d0739de9,0,,6.712.923,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.735.437,6,9,,2017-01-05 08:50:34,,,2017-01-05 08:50:35,,,0,,6.712.972,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.735.487,6,9,,2017-01-05 08:54:34,,,2017-01-05 08:54:34,,,0,,6.713.022,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.735.563,1,22,,2017-01-05 09:00:07,,,2017-01-05 09:00:07,,,0,,6.713.097,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.735.813,1,25,,2017-01-05 09:19:15,,,2017-01-05 09:19:15,,c2b8d4f3-71e3-43c0-8c68-a6b819f063cc,0,,6.713.347,6.735.812,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.735.833,1,26,,2017-01-05 09:20:16,,,2017-01-05 09:20:16,,f12887a8-6fd8-4dc9-891a-a0d44833428d,0,,6.713.367,6.735.832,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.735.890,1,23,,2017-01-05 09:23:45,,,2017-01-05 09:23:51,,"5fcfff2c-ba9e-4073-8d49-6c70efea3705",0,,6.713.423,6.735.889,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.735.962,5,13,,2017-01-05 09:28:43,,,2017-01-05 09:28:43,,,0,,6.713.494,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.736.027,5,13,,2017-01-05 09:34:37,,,2017-01-05 09:34:44,,,0,,6.713.559,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.736.099,1,26,,2017-01-05 09:39:44,,,2017-01-05 09:39:44,,"0387f02c-87f3-432d-b412-d4f96283def7",0,,6.713.631,6.736.098,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.736.156,5,13,,2017-01-05 09:43:48,,,2017-01-05 09:43:51,,,0,,6.713.688,,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.736.163,2,21,,2017-01-05 09:44:07,,,2017-01-05 09:44:09,,"60149",0,,6.713.695,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.736.316,1,27,,2017-01-05 09:55:33,,,2017-01-05 09:55:34,,"4c5129cf-b7bf-43df-bc6b-2568fe4be294",0,,6.713.847,6.736.313,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.736.321,1,25,,2017-01-05 09:56:00,,,2017-01-05 09:56:01,,fa0f3ce0-e662-4a62-b037-16c67acb2e22,0,,6.713.852,6.736.320,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.736.352,1,27,,2017-01-05 09:58:07,,,2017-01-05 09:58:07,,"513f6c4e-e518-467b-b393-8d8c94d6895b",0,,6.713.883,6.736.350,"80.253.32.49:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.736.420,1,23,,2017-01-05 10:01:55,,,2017-01-05 10:02:03,,"974de83d-6c75-45e3-b275-22dd06381a12",0,,6.713.951,6.736.419,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.736.453,1,26,,2017-01-05 10:03:05,,,2017-01-05 10:03:11,,eb794f22-6165-4712-a93f-20625483ab8b,0,,6.713.984,6.736.452,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
6.736.665,5,13,,2017-01-05 10:16:37,,,2017-01-05 10:16:37,,,0,,6.714.196,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.736.667,6,21,,2017-01-05 10:16:40,,,2017-01-05 10:16:40,,PPA127043,0,,6.714.198,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.736.703,1,27,,2017-01-05 10:17:10,,,2017-01-05 10:17:10,,"4e087d16-6760-4c03-9327-18ba8c21e96f",0,,6.714.234,6.736.701,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
6.736.706,5,13,,2017-01-05 10:17:29,,,2017-01-05 10:17:29,,,0,,6.714.237,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.736.771,6,21,,2017-01-05 10:21:32,,,2017-01-05 10:21:33,,PPA127048,0,,6.714.302,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.736.779,1,25,,2017-01-05 10:21:43,,,2017-01-05 10:21:44,,ed469c1b-0bc7-4050-8f35-a1f3d730c210,0,,6.714.310,6.736.778,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.736.803,6,10,,2017-01-05 10:22:56,,,2017-01-05 10:22:56,,,0,,6.714.334,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.736.813,1,26,,2017-01-05 10:24:40,,,2017-01-05 10:24:41,,d22f0fa9-8ab4-4f9b-8ced-bd7259402b51,0,,6.714.344,6.736.812,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.736.853,1,26,,2017-01-05 10:27:04,,,2017-01-05 10:27:05,,"16c37e2f-0dec-4786-9592-17a73a156858",0,,6.714.384,6.736.852,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.736.878,1,26,,2017-01-05 10:29:03,,,2017-01-05 10:29:09,,f42877b9-ef36-4135-8cc6-1dc2fc074800,0,,6.714.409,6.736.877,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
6.736.882,1,26,,2017-01-05 10:29:06,,,2017-01-05 10:29:07,,"6177ed10-54f5-47d0-9256-82ea76bdd7bf",0,,6.714.413,6.736.881,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.737.143,1,10,,2017-01-05 10:46:37,,,2017-01-05 10:46:38,,,0,,6.714.673,6.737.141,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.737.252,6,9,,2017-01-05 10:54:17,,,2017-01-05 10:54:17,,,0,,6.714.782,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.737.262,6,10,,2017-01-05 10:54:52,,,2017-01-05 10:54:52,,,0,,6.714.791,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.737.434,1,15,,2017-01-05 11:04:17,,,2017-01-05 11:04:17,,"6cfec0d4-9bd6-4d60-b8d6-6e19b2a2206d",0,,6.714.963,6.737.433,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.737.474,6,10,,2017-01-05 11:05:47,,,2017-01-05 11:05:47,,,0,,6.715.003,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.737.507,1,10,,2017-01-05 11:07:39,,,2017-01-05 11:07:40,,,0,,6.715.036,6.737.506,SPQR086,SPQR086,,1,IN,
6.737.539,1,26,,2017-01-05 11:09:41,,,2017-01-05 11:09:41,,"6e125e3c-5d02-4818-8e74-d312cf44cbdc",0,,6.715.068,6.737.538,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
6.737.761,5,15,,2017-01-05 11:25:55,,,2017-01-05 11:25:55,,,0,,6.715.290,,"192.168.40.150","192.168.40.28:7804",,1,IN,
6.737.889,6,10,,2017-01-05 11:34:13,,,2017-01-05 11:34:14,,,0,,6.715.418,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.737.928,6,9,,2017-01-05 11:36:52,,,2017-01-05 11:36:52,,,0,,6.715.457,,"192.168.40.10","192.168.40.28:7803",,1,IN,
6.738.073,6,9,,2017-01-05 11:48:19,,,2017-01-05 11:48:19,,,0,,6.715.602,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.738.081,6,21,,2017-01-05 11:49:07,,,2017-01-05 11:49:07,,PPA127085,0,,6.715.610,,"192.168.40.11","192.168.40.28:7803",,1,IN,
6.738.106,1,10,,2017-01-05 11:50:57,,,2017-01-05 11:50:57,,,0,,6.715.635,6.738.104,"192.168.40.151","192.168.40.28:7804",,1,IN,
6.738.231,5,15,,2017-01-05 12:00:27,,,2017-01-05 12:00:38,,,0,,6.715.759,,"192.168.40.151","192.168.40.28:7804",,1,IN,
